region,categorie,typeCategorie,annee,pourcentage
Rhne-Alpes,sniors (35-49 ans),age,2012,28,36956522
Rhne-Alpes,sniors (35-49 ans),age,2013,26,26550527
Rhne-Alpes,sniors (35-49 ans),age,2014,26,31826802
Rhne-Alpes,sniors (35-49 ans),age,2015,26,67900037
Alsace,vtrans (50 ans et plus),age,2005,25,1
Alsace,vtrans (50 ans et plus),age,2006,25,5
Alsace,vtrans (50 ans et plus),age,2007,23,6
Alsace,vtrans (50 ans et plus),age,2008,22,2513089
Alsace,vtrans (50 ans et plus),age,2009,23,90438247
Alsace,vtrans (50 ans et plus),age,2010,24,36901654
Alsace,vtrans (50 ans et plus),age,2011,30,16627078
Alsace,vtrans (50 ans et plus),age,2012,26,09238452
Alsace,vtrans (50 ans et plus),age,2013,32,73212087
Alsace,vtrans (50 ans et plus),age,2014,36,35044671
Alsace,vtrans (50 ans et plus),age,2015,37,49846189
Aquitaine,vtrans (50 ans et plus),age,2005,31,2
Aquitaine,vtrans (50 ans et plus),age,2006,34,6
Aquitaine,vtrans (50 ans et plus),age,2007,32
Aquitaine,vtrans (50 ans et plus),age,2008,32,67561168
Aquitaine,vtrans (50 ans et plus),age,2009,31,34822167
Aquitaine,vtrans (50 ans et plus),age,2010,35,73684211
Aquitaine,vtrans (50 ans et plus),age,2011,43,24324324
Aquitaine,vtrans (50 ans et plus),age,2012,35,51952837
Aquitaine,vtrans (50 ans et plus),age,2013,37,93726852
Aquitaine,vtrans (50 ans et plus),age,2014,43,41758105
Aquitaine,vtrans (50 ans et plus),age,2015,42,48688593
Auvergne,vtrans (50 ans et plus),age,2005,28,1
Auvergne,vtrans (50 ans et plus),age,2006,32,8
Auvergne,vtrans (50 ans et plus),age,2007,25,9
Auvergne,vtrans (50 ans et plus),age,2008,25,05543237
Auvergne,vtrans (50 ans et plus),age,2009,26,88172043
Auvergne,vtrans (50 ans et plus),age,2010,27,92792793
Auvergne,vtrans (50 ans et plus),age,2011,33,1002331
Auvergne,vtrans (50 ans et plus),age,2012,27,5210084
Auvergne,vtrans (50 ans et plus),age,2013,40,45654518
Auvergne,vtrans (50 ans et plus),age,2014,40,33025744
Auvergne,vtrans (50 ans et plus),age,2015,42,07041449
Basse-Normandie,vtrans (50 ans et plus),age,2005,33,3
Basse-Normandie,vtrans (50 ans et plus),age,2006,34
Basse-Normandie,vtrans (50 ans et plus),age,2007,25,8
Basse-Normandie,vtrans (50 ans et plus),age,2008,24,42105263
Basse-Normandie,vtrans (50 ans et plus),age,2009,20,4494382
Basse-Normandie,vtrans (50 ans et plus),age,2010,28,17869416
Basse-Normandie,vtrans (50 ans et plus),age,2011,32,35294118
Basse-Normandie,vtrans (50 ans et plus),age,2012,29,26356589
Basse-Normandie,vtrans (50 ans et plus),age,2013,34,85330394
Basse-Normandie,vtrans (50 ans et plus),age,2014,42,51495043
Basse-Normandie,vtrans (50 ans et plus),age,2015,38,8448552
Bourgogne,vtrans (50 ans et plus),age,2005,26,9
Bourgogne,vtrans (50 ans et plus),age,2006,25,7
Bourgogne,vtrans (50 ans et plus),age,2007,25,6
Bourgogne,vtrans (50 ans et plus),age,2008,24,9122807
Bourgogne,vtrans (50 ans et plus),age,2009,27,27272727
Bourgogne,vtrans (50 ans et plus),age,2010,28,90025575
Bourgogne,vtrans (50 ans et plus),age,2011,36,17021277
Bourgogne,vtrans (50 ans et plus),age,2012,35,39412674
Bourgogne,vtrans (50 ans et plus),age,2013,40,06920318
Bourgogne,vtrans (50 ans et plus),age,2014,40,73371784
Bourgogne,vtrans (50 ans et plus),age,2015,43,30478812
Bretagne,vtrans (50 ans et plus),age,2005,27,2
Bretagne,vtrans (50 ans et plus),age,2006,30,1
Bretagne,vtrans (50 ans et plus),age,2007,27,5
Bretagne,vtrans (50 ans et plus),age,2008,24,93786247
Bretagne,vtrans (50 ans et plus),age,2009,24,48979592
Bretagne,vtrans (50 ans et plus),age,2010,26,91278759
Bretagne,vtrans (50 ans et plus),age,2011,31,77570093
Bretagne,vtrans (50 ans et plus),age,2012,27,45519713
Bretagne,vtrans (50 ans et plus),age,2013,32,55783588
Bretagne,vtrans (50 ans et plus),age,2014,37,85166732
Bretagne,vtrans (50 ans et plus),age,2015,42,67229836
Centre,vtrans (50 ans et plus),age,2005,29,7
Centre,vtrans (50 ans et plus),age,2006,31,3
Centre,vtrans (50 ans et plus),age,2007,29
Centre,vtrans (50 ans et plus),age,2008,24,40782698
Centre,vtrans (50 ans et plus),age,2009,26,13636364
Centre,vtrans (50 ans et plus),age,2010,28,21939587
Centre,vtrans (50 ans et plus),age,2011,31,47368421
Centre,vtrans (50 ans et plus),age,2012,30,97261568
Centre,vtrans (50 ans et plus),age,2013,34,20114048
Centre,vtrans (50 ans et plus),age,2014,38,55748719
Centre,vtrans (50 ans et plus),age,2015,40,83309984
Champagne-Ardenne,vtrans (50 ans et plus),age,2005,22,9
Champagne-Ardenne,vtrans (50 ans et plus),age,2006,27,7
Champagne-Ardenne,vtrans (50 ans et plus),age,2007,20,4
Champagne-Ardenne,vtrans (50 ans et plus),age,2008,28,98172324
Champagne-Ardenne,vtrans (50 ans et plus),age,2009,25,06393862
Champagne-Ardenne,vtrans (50 ans et plus),age,2010,28,43137255
Champagne-Ardenne,vtrans (50 ans et plus),age,2011,31,56498674
Champagne-Ardenne,vtrans (50 ans et plus),age,2012,22,95454545
Champagne-Ardenne,vtrans (50 ans et plus),age,2013,28,91039016
Champagne-Ardenne,vtrans (50 ans et plus),age,2014,32,19978229
Champagne-Ardenne,vtrans (50 ans et plus),age,2015,37,07643725
Corse,vtrans (50 ans et plus),age,2005,
Corse,vtrans (50 ans et plus),age,2006,
Corse,vtrans (50 ans et plus),age,2007,
Corse,vtrans (50 ans et plus),age,2008,
Corse,vtrans (50 ans et plus),age,2009,
Corse,vtrans (50 ans et plus),age,2010,
Corse,vtrans (50 ans et plus),age,2011,
Corse,vtrans (50 ans et plus),age,2012,
Corse,vtrans (50 ans et plus),age,2013,
Corse,vtrans (50 ans et plus),age,2014,
Corse,vtrans (50 ans et plus),age,2015,
Franche-Comt,vtrans (50 ans et plus),age,2005,25,6
Franche-Comt,vtrans (50 ans et plus),age,2006,24,2
Franche-Comt,vtrans (50 ans et plus),age,2007,22,7
Franche-Comt,vtrans (50 ans et plus),age,2008,21,31147541
Franche-Comt,vtrans (50 ans et plus),age,2009,25,12953368
Franche-Comt,vtrans (50 ans et plus),age,2010,29,26356589
Franche-Comt,vtrans (50 ans et plus),age,2011,35,1744186
Franche-Comt,vtrans (50 ans et plus),age,2012,22,94617564
Franche-Comt,vtrans (50 ans et plus),age,2013,38,89343849
Franche-Comt,vtrans (50 ans et plus),age,2014,36,25761979
Franche-Comt,vtrans (50 ans et plus),age,2015,36,8346297
Haute-Normandie,vtrans (50 ans et plus),age,2005,26,5
Haute-Normandie,vtrans (50 ans et plus),age,2006,28,7
Haute-Normandie,vtrans (50 ans et plus),age,2007,23,9
Haute-Normandie,vtrans (50 ans et plus),age,2008,23,84219554
Haute-Normandie,vtrans (50 ans et plus),age,2009,24
Haute-Normandie,vtrans (50 ans et plus),age,2010,26,96202532
Haute-Normandie,vtrans (50 ans et plus),age,2011,32,82312925
Haute-Normandie,vtrans (50 ans et plus),age,2012,30,69466882
Haute-Normandie,vtrans (50 ans et plus),age,2013,36,59753715
Haute-Normandie,vtrans (50 ans et plus),age,2014,39,39949207
Haute-Normandie,vtrans (50 ans et plus),age,2015,37,54955742
Ile-de-France,vtrans (50 ans et plus),age,2005,35,4
Ile-de-France,vtrans (50 ans et plus),age,2006,30
Ile-de-France,vtrans (50 ans et plus),age,2007,28,5
Ile-de-France,vtrans (50 ans et plus),age,2008,27,64627911
Ile-de-France,vtrans (50 ans et plus),age,2009,26,11670785
Ile-de-France,vtrans (50 ans et plus),age,2010,28,92418414
Ile-de-France,vtrans (50 ans et plus),age,2011,35,85195293
Ile-de-France,vtrans (50 ans et plus),age,2012,29,84478936
Ile-de-France,vtrans (50 ans et plus),age,2013,34,88555916
Ile-de-France,vtrans (50 ans et plus),age,2014,39,91702445
Ile-de-France,vtrans (50 ans et plus),age,2015,36,97937948
Languedoc-Roussillon,vtrans (50 ans et plus),age,2005,37,3
Languedoc-Roussillon,vtrans (50 ans et plus),age,2006,38,2
Languedoc-Roussillon,vtrans (50 ans et plus),age,2007,33,6
Languedoc-Roussillon,vtrans (50 ans et plus),age,2008,35,1010101
Languedoc-Roussillon,vtrans (50 ans et plus),age,2009,33,94584139
Languedoc-Roussillon,vtrans (50 ans et plus),age,2010,36,86730506
Languedoc-Roussillon,vtrans (50 ans et plus),age,2011,42,55924171
Languedoc-Roussillon,vtrans (50 ans et plus),age,2012,36,52416357
Languedoc-Roussillon,vtrans (50 ans et plus),age,2013,38,74674677
Languedoc-Roussillon,vtrans (50 ans et plus),age,2014,44,09927064
Languedoc-Roussillon,vtrans (50 ans et plus),age,2015,43,00758236
Limousin,vtrans (50 ans et plus),age,2005,
Limousin,vtrans (50 ans et plus),age,2006,
Limousin,vtrans (50 ans et plus),age,2007,
Limousin,vtrans (50 ans et plus),age,2008,
Limousin,vtrans (50 ans et plus),age,2009,
Limousin,vtrans (50 ans et plus),age,2010,32
Limousin,vtrans (50 ans et plus),age,2011,
Limousin,vtrans (50 ans et plus),age,2012,
Limousin,vtrans (50 ans et plus),age,2013,
Limousin,vtrans (50 ans et plus),age,2014,
Limousin,vtrans (50 ans et plus),age,2015,
Lorraine,vtrans (50 ans et plus),age,2005,26,4
Lorraine,vtrans (50 ans et plus),age,2006,28
Lorraine,vtrans (50 ans et plus),age,2007,23,1
Lorraine,vtrans (50 ans et plus),age,2008,21,71492205
Lorraine,vtrans (50 ans et plus),age,2009,20,93541203
Lorraine,vtrans (50 ans et plus),age,2010,23,61538462
Lorraine,vtrans (50 ans et plus),age,2011,28,34101382
Lorraine,vtrans (50 ans et plus),age,2012,26,68810289
Lorraine,vtrans (50 ans et plus),age,2013,30,70555535
Lorraine,vtrans (50 ans et plus),age,2014,37,13522555
Lorraine,vtrans (50 ans et plus),age,2015,32,47840752
Midi-Pyrnes,vtrans (50 ans et plus),age,2005,28,7
Midi-Pyrnes,vtrans (50 ans et plus),age,2006,30,6
Midi-Pyrnes,vtrans (50 ans et plus),age,2007,28,7
Midi-Pyrnes,vtrans (50 ans et plus),age,2008,23,54521038
Midi-Pyrnes,vtrans (50 ans et plus),age,2009,22,80102477
Midi-Pyrnes,vtrans (50 ans et plus),age,2010,26,72160094
Midi-Pyrnes,vtrans (50 ans et plus),age,2011,34,19773096
Midi-Pyrnes,vtrans (50 ans et plus),age,2012,30,54357204
Midi-Pyrnes,vtrans (50 ans et plus),age,2013,34,16283405
Midi-Pyrnes,vtrans (50 ans et plus),age,2014,33,91562141
Midi-Pyrnes,vtrans (50 ans et plus),age,2015,37,71276387
Nord-Pas-de-Calais,vtrans (50 ans et plus),age,2005,23
Nord-Pas-de-Calais,vtrans (50 ans et plus),age,2006,24,5
Nord-Pas-de-Calais,vtrans (50 ans et plus),age,2007,22,5
Nord-Pas-de-Calais,vtrans (50 ans et plus),age,2008,26,5625
Nord-Pas-de-Calais,vtrans (50 ans et plus),age,2009,24,69304229
Nord-Pas-de-Calais,vtrans (50 ans et plus),age,2010,25,46583851
Nord-Pas-de-Calais,vtrans (50 ans et plus),age,2011,33,51762267
Nord-Pas-de-Calais,vtrans (50 ans et plus),age,2012,27,82060266
Nord-Pas-de-Calais,vtrans (50 ans et plus),age,2013,32,3654596
Nord-Pas-de-Calais,vtrans (50 ans et plus),age,2014,34,98471765
Nord-Pas-de-Calais,vtrans (50 ans et plus),age,2015,34,99317442
Pays de la Loire,vtrans (50 ans et plus),age,2005,30,6
Pays de la Loire,vtrans (50 ans et plus),age,2006,31,4
Pays de la Loire,vtrans (50 ans et plus),age,2007,23,7
Pays de la Loire,vtrans (50 ans et plus),age,2008,21,80663373
Pays de la Loire,vtrans (50 ans et plus),age,2009,23,92073602
Pays de la Loire,vtrans (50 ans et plus),age,2010,25,97647059
Pays de la Loire,vtrans (50 ans et plus),age,2011,32,54189944
Pays de la Loire,vtrans (50 ans et plus),age,2012,27,7173913
Pays de la Loire,vtrans (50 ans et plus),age,2013,30,5325581
Pays de la Loire,vtrans (50 ans et plus),age,2014,35,50104325
Pays de la Loire,vtrans (50 ans et plus),age,2015,35,48166328
Picardie,vtrans (50 ans et plus),age,2005,28
Picardie,vtrans (50 ans et plus),age,2006,31
Picardie,vtrans (50 ans et plus),age,2007,24,8
Picardie,vtrans (50 ans et plus),age,2008,25,55746141
Picardie,vtrans (50 ans et plus),age,2009,25,37593985
Picardie,vtrans (50 ans et plus),age,2010,27,65151515
Picardie,vtrans (50 ans et plus),age,2011,33,15118397
Picardie,vtrans (50 ans et plus),age,2012,27,76699029
Picardie,vtrans (50 ans et plus),age,2013,32,32807318
Picardie,vtrans (50 ans et plus),age,2014,34,33368713
Picardie,vtrans (50 ans et plus),age,2015,33,76762853
Poitou-Charentes,vtrans (50 ans et plus),age,2005,36,3
Poitou-Charentes,vtrans (50 ans et plus),age,2006,35,3
Poitou-Charentes,vtrans (50 ans et plus),age,2007,29,8
Poitou-Charentes,vtrans (50 ans et plus),age,2008,32,8525641
Poitou-Charentes,vtrans (50 ans et plus),age,2009,30,98360656
Poitou-Charentes,vtrans (50 ans et plus),age,2010,33,44907407
Poitou-Charentes,vtrans (50 ans et plus),age,2011,36,01236476
Poitou-Charentes,vtrans (50 ans et plus),age,2012,35,5862069
Poitou-Charentes,vtrans (50 ans et plus),age,2013,43,41129758
Poitou-Charentes,vtrans (50 ans et plus),age,2014,46,97531219
Poitou-Charentes,vtrans (50 ans et plus),age,2015,46,78327146
Provence-Alpes-Cte-d'Azur,vtrans (50 ans et plus),age,2005,35,2
Provence-Alpes-Cte-d'Azur,vtrans (50 ans et plus),age,2006,36,2
Provence-Alpes-Cte-d'Azur,vtrans (50 ans et plus),age,2007,34,6
Provence-Alpes-Cte-d'Azur,vtrans (50 ans et plus),age,2008,33,85947047
Provence-Alpes-Cte-d'Azur,vtrans (50 ans et plus),age,2009,32,34811166
Provence-Alpes-Cte-d'Azur,vtrans (50 ans et plus),age,2010,35,80021874
Provence-Alpes-Cte-d'Azur,vtrans (50 ans et plus),age,2011,41,90721649
Provence-Alpes-Cte-d'Azur,vtrans (50 ans et plus),age,2012,36,83083512
Provence-Alpes-Cte-d'Azur,vtrans (50 ans et plus),age,2013,42,5822669
Provence-Alpes-Cte-d'Azur,vtrans (50 ans et plus),age,2014,44,48434784
Provence-Alpes-Cte-d'Azur,vtrans (50 ans et plus),age,2015,45,00984159
Rhne-Alpes,vtrans (50 ans et plus),age,2005,27,9
Rhne-Alpes,vtrans (50 ans et plus),age,2006,29
Rhne-Alpes,vtrans (50 ans et plus),age,2007,25,4
Rhne-Alpes,vtrans (50 ans et plus),age,2008,25,78640777
Rhne-Alpes,vtrans (50 ans et plus),age,2009,23,25994318
Rhne-Alpes,vtrans (50 ans et plus),age,2010,27,12240869
Rhne-Alpes,vtrans (50 ans et plus),age,2011,31,64556962
Rhne-Alpes,vtrans (50 ans et plus),age,2012,30,39855072
Rhne-Alpes,vtrans (50 ans et plus),age,2013,35,67915766
Rhne-Alpes,vtrans (50 ans et plus),age,2014,36,9852473
Rhne-Alpes,vtrans (50 ans et plus),age,2015,38,49535215
Alsace,CSP+,categorie socioprofessionnelle,2005,26,4
Alsace,CSP+,categorie socioprofessionnelle,2006,25,8
Alsace,CSP+,categorie socioprofessionnelle,2007,25,9
Alsace,CSP+,categorie socioprofessionnelle,2008,23,69109948
Alsace,CSP+,categorie socioprofessionnelle,2009,27,22443559
Alsace,CSP+,categorie socioprofessionnelle,2010,26,02262837
Alsace,CSP+,categorie socioprofessionnelle,2011,37,05463183
Alsace,CSP+,categorie socioprofessionnelle,2012,28,33957553
Alsace,CSP+,categorie socioprofessionnelle,2013,28,32203533
Alsace,CSP+,categorie socioprofessionnelle,2014,28,89553301
Alsace,CSP+,categorie socioprofessionnelle,2015,28,99119211
Aquitaine,CSP+,categorie socioprofessionnelle,2005,24,3
Aquitaine,CSP+,categorie socioprofessionnelle,2006,25,2
Aquitaine,CSP+,categorie socioprofessionnelle,2007,29,4
Aquitaine,CSP+,categorie socioprofessionnelle,2008,25,01973165
Aquitaine,CSP+,categorie socioprofessionnelle,2009,25,97187758
Aquitaine,CSP+,categorie socioprofessionnelle,2010,24,10526316
Aquitaine,CSP+,categorie socioprofessionnelle,2011,27,02702703
Aquitaine,CSP+,categorie socioprofessionnelle,2012,24,90788504
Aquitaine,CSP+,categorie socioprofessionnelle,2013,27,25967758
Aquitaine,CSP+,categorie socioprofessionnelle,2014,25,34478935
Aquitaine,CSP+,categorie socioprofessionnelle,2015,28,27479723
Auvergne,CSP+,categorie socioprofessionnelle,2005,25,3
Auvergne,CSP+,categorie socioprofessionnelle,2006,23
Auvergne,CSP+,categorie socioprofessionnelle,2007,28,6
Auvergne,CSP+,categorie socioprofessionnelle,2008,29,93348115
Auvergne,CSP+,categorie socioprofessionnelle,2009,26,66666667
Auvergne,CSP+,categorie socioprofessionnelle,2010,27,77777778
Auvergne,CSP+,categorie socioprofessionnelle,2011,29,37062937
Auvergne,CSP+,categorie socioprofessionnelle,2012,26,68067227
Auvergne,CSP+,categorie socioprofessionnelle,2013,24,9209117
Auvergne,CSP+,categorie socioprofessionnelle,2014,28,10069356
Auvergne,CSP+,categorie socioprofessionnelle,2015,30,24085492
Basse-Normandie,CSP+,categorie socioprofessionnelle,2005,26,6
Basse-Normandie,CSP+,categorie socioprofessionnelle,2006,24,8
Basse-Normandie,CSP+,categorie socioprofessionnelle,2007,27,8
Basse-Normandie,CSP+,categorie socioprofessionnelle,2008,26,52631579
Basse-Normandie,CSP+,categorie socioprofessionnelle,2009,24,71910112
Basse-Normandie,CSP+,categorie socioprofessionnelle,2010,19,75945017
Basse-Normandie,CSP+,categorie socioprofessionnelle,2011,23,52941176
Basse-Normandie,CSP+,categorie socioprofessionnelle,2012,24,41860465
Basse-Normandie,CSP+,categorie socioprofessionnelle,2013,26,19770589
Basse-Normandie,CSP+,categorie socioprofessionnelle,2014,21,81796799
Basse-Normandie,CSP+,categorie socioprofessionnelle,2015,24,87494194
Bourgogne,CSP+,categorie socioprofessionnelle,2005,25,5
Bourgogne,CSP+,categorie socioprofessionnelle,2006,23,7
Bourgogne,CSP+,categorie socioprofessionnelle,2007,26,1
Bourgogne,CSP+,categorie socioprofessionnelle,2008,25,43859649
Bourgogne,CSP+,categorie socioprofessionnelle,2009,28,54545455
Bourgogne,CSP+,categorie socioprofessionnelle,2010,22,76214834
Bourgogne,CSP+,categorie socioprofessionnelle,2011,28,90070922
Bourgogne,CSP+,categorie socioprofessionnelle,2012,28,28438949
Bourgogne,CSP+,categorie socioprofessionnelle,2013,23,11011664
Bourgogne,CSP+,categorie socioprofessionnelle,2014,25,2003013
Bourgogne,CSP+,categorie socioprofessionnelle,2015,25,97940917
Bretagne,CSP+,categorie socioprofessionnelle,2005,20,6
Bretagne,CSP+,categorie socioprofessionnelle,2006,26,3
Bretagne,CSP+,categorie socioprofessionnelle,2007,28,4
Bretagne,CSP+,categorie socioprofessionnelle,2008,26,67771334
Bretagne,CSP+,categorie socioprofessionnelle,2009,24,72527473
Bretagne,CSP+,categorie socioprofessionnelle,2010,24,50508293
Bretagne,CSP+,categorie socioprofessionnelle,2011,28,894081
Bretagne,CSP+,categorie socioprofessionnelle,2012,25,59139785
Bretagne,CSP+,categorie socioprofessionnelle,2013,23,64792734
Bretagne,CSP+,categorie socioprofessionnelle,2014,26,11262067
Bretagne,CSP+,categorie socioprofessionnelle,2015,25,34383544
Centre,CSP+,categorie socioprofessionnelle,2005,19,1
Centre,CSP+,categorie socioprofessionnelle,2006,26,1
Centre,CSP+,categorie socioprofessionnelle,2007,28,2
Centre,CSP+,categorie socioprofessionnelle,2008,28,52729145
Centre,CSP+,categorie socioprofessionnelle,2009,25
Centre,CSP+,categorie socioprofessionnelle,2010,26,94753577
Centre,CSP+,categorie socioprofessionnelle,2011,30,63157895
Centre,CSP+,categorie socioprofessionnelle,2012,26,25118036
Centre,CSP+,categorie socioprofessionnelle,2013,29,20737902
Centre,CSP+,categorie socioprofessionnelle,2014,26,58395416
Centre,CSP+,categorie socioprofessionnelle,2015,28,50608495
Champagne-Ardenne,CSP+,categorie socioprofessionnelle,2005,27,9
Champagne-Ardenne,CSP+,categorie socioprofessionnelle,2006,29,1
Champagne-Ardenne,CSP+,categorie socioprofessionnelle,2007,31
Champagne-Ardenne,CSP+,categorie socioprofessionnelle,2008,24,80417755
Champagne-Ardenne,CSP+,categorie socioprofessionnelle,2009,23,52941176
Champagne-Ardenne,CSP+,categorie socioprofessionnelle,2010,24,90196078
Champagne-Ardenne,CSP+,categorie socioprofessionnelle,2011,25,99469496
Champagne-Ardenne,CSP+,categorie socioprofessionnelle,2012,29,77272727
Champagne-Ardenne,CSP+,categorie socioprofessionnelle,2013,24,79815846
Champagne-Ardenne,CSP+,categorie socioprofessionnelle,2014,23,51558647
Champagne-Ardenne,CSP+,categorie socioprofessionnelle,2015,23,60411066
Corse,CSP+,categorie socioprofessionnelle,2005,
Corse,CSP+,categorie socioprofessionnelle,2006,
Corse,CSP+,categorie socioprofessionnelle,2007,
Corse,CSP+,categorie socioprofessionnelle,2008,
Corse,CSP+,categorie socioprofessionnelle,2009,
Corse,CSP+,categorie socioprofessionnelle,2010,
Corse,CSP+,categorie socioprofessionnelle,2011,
Corse,CSP+,categorie socioprofessionnelle,2012,
Corse,CSP+,categorie socioprofessionnelle,2013,
Corse,CSP+,categorie socioprofessionnelle,2014,
Corse,CSP+,categorie socioprofessionnelle,2015,
Franche-Comt,CSP+,categorie socioprofessionnelle,2005,22,4
Franche-Comt,CSP+,categorie socioprofessionnelle,2006,24
Franche-Comt,CSP+,categorie socioprofessionnelle,2007,25,4
Franche-Comt,CSP+,categorie socioprofessionnelle,2008,25,13661202
Franche-Comt,CSP+,categorie socioprofessionnelle,2009,24,61139896
Franche-Comt,CSP+,categorie socioprofessionnelle,2010,24,2248062
Franche-Comt,CSP+,categorie socioprofessionnelle,2011,29,06976744
Franche-Comt,CSP+,categorie socioprofessionnelle,2012,24,36260623
Franche-Comt,CSP+,categorie socioprofessionnelle,2013,24,78431489
Franche-Comt,CSP+,categorie socioprofessionnelle,2014,22,65307345
Franche-Comt,CSP+,categorie socioprofessionnelle,2015,22,99605357
Haute-Normandie,CSP+,categorie socioprofessionnelle,2005,28,3
Haute-Normandie,CSP+,categorie socioprofessionnelle,2006,23,9
Haute-Normandie,CSP+,categorie socioprofessionnelle,2007,28,3
Haute-Normandie,CSP+,categorie socioprofessionnelle,2008,26,9296741
Haute-Normandie,CSP+,categorie socioprofessionnelle,2009,30,83333333
Haute-Normandie,CSP+,categorie socioprofessionnelle,2010,24,81012658
Haute-Normandie,CSP+,categorie socioprofessionnelle,2011,25,68027211
Haute-Normandie,CSP+,categorie socioprofessionnelle,2012,25,04038772
Haute-Normandie,CSP+,categorie socioprofessionnelle,2013,25,71009119
Haute-Normandie,CSP+,categorie socioprofessionnelle,2014,23,33741175
Haute-Normandie,CSP+,categorie socioprofessionnelle,2015,21,32336342
Ile-de-France,CSP+,categorie socioprofessionnelle,2005,39,5
Ile-de-France,CSP+,categorie socioprofessionnelle,2006,36,2
Ile-de-France,CSP+,categorie socioprofessionnelle,2007,32,2
Ile-de-France,CSP+,categorie socioprofessionnelle,2008,36,94376065
Ile-de-France,CSP+,categorie socioprofessionnelle,2009,38,75689033
Ile-de-France,CSP+,categorie socioprofessionnelle,2010,37,7342102
Ile-de-France,CSP+,categorie socioprofessionnelle,2011,41,83864916
Ile-de-France,CSP+,categorie socioprofessionnelle,2012,40,17738359
Ile-de-France,CSP+,categorie socioprofessionnelle,2013,42,14488881
Ile-de-France,CSP+,categorie socioprofessionnelle,2014,42,95462277
Ile-de-France,CSP+,categorie socioprofessionnelle,2015,42,42999239
Languedoc-Roussillon,CSP+,categorie socioprofessionnelle,2005,23,1
Languedoc-Roussillon,CSP+,categorie socioprofessionnelle,2006,24,9
Languedoc-Roussillon,CSP+,categorie socioprofessionnelle,2007,29,4
Languedoc-Roussillon,CSP+,categorie socioprofessionnelle,2008,26,26262626
Languedoc-Roussillon,CSP+,categorie socioprofessionnelle,2009,23,98452611
Languedoc-Roussillon;CSP+;categorie socioprofessionnelle;2010;25,44459644
Languedoc-Roussillon;CSP+;categorie socioprofessionnelle;2011;27,96208531
Languedoc-Roussillon;CSP+;categorie socioprofessionnelle;2012;26,95167286
Languedoc-Roussillon;CSP+;categorie socioprofessionnelle;2013;24,97674386
Languedoc-Roussillon;CSP+;categorie socioprofessionnelle;2014;27,27947869
Languedoc-Roussillon;CSP+;categorie socioprofessionnelle;2015;25,36673289
Limousin;CSP+;categorie socioprofessionnelle;2005;
Limousin;CSP+;categorie socioprofessionnelle;2006;
Limousin;CSP+;categorie socioprofessionnelle;2007;
Limousin;CSP+;categorie socioprofessionnelle;2008;
Limousin;CSP+;categorie socioprofessionnelle;2009;
Limousin;CSP+;categorie socioprofessionnelle;2010;20,66666667
Limousin;CSP+;categorie socioprofessionnelle;2011;
Limousin;CSP+;categorie socioprofessionnelle;2012;
Limousin;CSP+;categorie socioprofessionnelle;2013;
Limousin;CSP+;categorie socioprofessionnelle;2014;
Limousin;CSP+;categorie socioprofessionnelle;2015;
Lorraine;CSP+;categorie socioprofessionnelle;2005;21,9
Lorraine;CSP+;categorie socioprofessionnelle;2006;23,8
Lorraine;CSP+;categorie socioprofessionnelle;2007;28,8
Lorraine;CSP+;categorie socioprofessionnelle;2008;25,38975501
Lorraine;CSP+;categorie socioprofessionnelle;2009;27,1714922
Lorraine;CSP+;categorie socioprofessionnelle;2010;21,07692308
Lorraine;CSP+;categorie socioprofessionnelle;2011;27,30414747
Lorraine;CSP+;categorie socioprofessionnelle;2012;24,65166131
Lorraine;CSP+;categorie socioprofessionnelle;2013;26,49506903
Lorraine;CSP+;categorie socioprofessionnelle;2014;27,89516474
Lorraine;CSP+;categorie socioprofessionnelle;2015;28,25565154
Midi-Pyrnes;CSP+;categorie socioprofessionnelle;2005;28,4
Midi-Pyrnes;CSP+;categorie socioprofessionnelle;2006;28
Midi-Pyrnes;CSP+;categorie socioprofessionnelle;2007;31,4
Midi-Pyrnes;CSP+;categorie socioprofessionnelle;2008;29,18531782
Midi-Pyrnes;CSP+;categorie socioprofessionnelle;2009;29,80358668
Midi-Pyrnes;CSP+;categorie socioprofessionnelle;2010;28,13419659
Midi-Pyrnes;CSP+;categorie socioprofessionnelle;2011;30,71312804
Midi-Pyrnes;CSP+;categorie socioprofessionnelle;2012;31,8377912
Midi-Pyrnes;CSP+;categorie socioprofessionnelle;2013;32,12301495
Midi-Pyrnes;CSP+;categorie socioprofessionnelle;2014;35,09541432
Midi-Pyrnes;CSP+;categorie socioprofessionnelle;2015;33,30971863
Nord-Pas-de-Calais;CSP+;categorie socioprofessionnelle;2005;26,3
Nord-Pas-de-Calais;CSP+;categorie socioprofessionnelle;2006;24,9
Nord-Pas-de-Calais;CSP+;categorie socioprofessionnelle;2007;24,8
Nord-Pas-de-Calais;CSP+;categorie socioprofessionnelle;2008;25,4076087
Nord-Pas-de-Calais;CSP+;categorie socioprofessionnelle;2009;25,579809
Nord-Pas-de-Calais;CSP+;categorie socioprofessionnelle;2010;24,3191591
Nord-Pas-de-Calais;CSP+;categorie socioprofessionnelle;2011;29,30200415
Nord-Pas-de-Calais;CSP+;categorie socioprofessionnelle;2012;25,50805886
Nord-Pas-de-Calais;CSP+;categorie socioprofessionnelle;2013;27,20014726
Nord-Pas-de-Calais;CSP+;categorie socioprofessionnelle;2014;26,74859592
